CustomerID,BikeBuyer,AvgMonthSpend
18059,1,53.12
12522,0,53.95
16375,1,49.8
17683,0,56.22
14990,0,46.38
29201,0,50.38
15111,1,48.62
25772,0,57.32
12178,1,57.36
14083,1,48.84
14281,1,54.84
19895,1,52.5
11137,0,48.28
19042,1,49.99
14690,0,48.21
20331,1,59.27
16928,1,50.3
12013,0,47.46
17530,1,53.79
27131,0,52.2
26110,1,54.72
13343,1,52.93
29138,1,57.56
22522,1,51.78
18161,1,48.36
27571,1,50.5
16500,0,47.15
14881,1,49.83
26384,1,54.85
26162,1,51.33
27398,0,50.72
13710,1,53.04
21252,1,51.53
14911,1,48.65
22102,0,53.81
28082,1,54.8
29044,1,55.82
26800,1,51.39
16392,0,51.2
11961,0,53.98
25001,1,50.08
21494,0,52.24
21128,0,50.99
15720,1,47.93
15048,1,54.16
26631,0,58.64
20082,0,49.64
22147,1,48.5
16522,0,48.52
22201,1,53.51
25972,0,51.35
17885,0,52.17
13419,1,55.47
15827,0,49.34
26644,1,54.91
20335,1,57.12
28170,1,49.84
26306,1,51.55
14739,1,56.89
19748,0,46.82
14969,1,50.43
22061,0,48.2
21464,1,54.53
23570,0,48.28
11259,0,47.03
23631,0,53.02
17165,1,48.04
28860,1,61.69
21309,1,50.37
18266,1,51.84
26936,0,48.47
19540,1,52.44
23475,0,45.77
15557,0,54.57
28144,1,52.55
25222,1,51.15
24481,1,55.31
26137,1,50.93
28577,0,55.78
22223,1,52.04
16903,1,54.78
12277,0,48.52
23849,1,52.94
27965,0,49.82
18258,0,53.85
15469,1,49.84
24412,1,52.54
29260,1,53.76
19547,0,50.68
28680,0,53.33
21877,1,49.64
20141,0,50.55
27061,1,55.18
23147,1,48.71
14169,0,45.07
19142,1,65.29
20199,1,52.28
12114,1,48.96
26343,1,49.83
28322,0,60.95
19498,1,49.02
14131,1,49.95
15157,1,52.19
11199,1,48.37
28902,0,51.68
12016,1,47.45
16065,0,52.34
27085,1,51.3
12707,0,48.34
15046,1,49.91
21710,1,53.74
24292,1,46.58
28225,1,54.01
19101,0,50.76
24775,1,48.95
17608,1,63.85
25440,1,48.03
24290,0,48.55
18599,1,51.94
23548,0,49.88
14271,1,47.88
16221,1,56.86
20366,1,50.77
28583,1,58.93
24977,1,52.52
22988,0,52.14
21042,1,60.33
22825,1,48.06
29385,1,54.72
26269,0,46.72
18335,1,52.89
19525,1,50.49
22072,1,54.09
17240,1,47.92
29014,1,51.27
11814,0,44.95
25304,0,45.82
28364,1,55.68
15070,1,53.66
21073,1,53.89
19136,1,59.88
21074,1,52.11
27164,0,47.59
17610,1,51.45
29291,0,48.16
27808,1,51.27
13715,1,57.58
23204,0,53.38
19846,1,51.67
18077,0,48.71
14192,1,50.25
12436,0,56.2
12751,1,51.01
26370,1,49.8
17751,1,54.85
21357,1,53.04
26851,0,50.17
19939,1,54.08
17590,1,53.3
22922,1,49.89
16231,1,51.6
20954,0,49.1
27727,0,50
24268,1,48.25
12908,0,52.1
24938,1,50.42
20842,1,61.62
13827,0,50.42
26825,0,56.64
22442,1,51.41
23344,1,47.62
28227,1,52.1
16411,0,59.24
12925,0,52.68
28605,0,59.09
16051,1,59.07
15535,1,55.33
14684,1,60.88
24098,1,50.67
15718,0,50.85
17774,1,50.72
17709,1,53.75
27781,1,53.75
15057,1,50.43
27418,1,51.8
13647,0,47.35
13807,1,56.06
22804,0,49.02
22117,0,47
26032,0,48.44
18593,0,49.16
25858,0,50.59
26154,1,50.69
28521,0,49.56
27768,0,51.41
26883,0,48.07
16325,1,53.7
26991,1,49.27
20805,1,52.27
27333,1,48.22
13902,1,49.26
21475,1,52.33
15883,1,55.81
25781,1,48.65
25045,0,46.76
15594,1,52.34
13306,1,48.79
13666,0,52.08
28613,0,46.65
14676,1,52.13
28427,0,54.67
15213,1,49.39
18588,0,48.93
18841,1,52.89
13288,0,55.4
22022,0,45.95
13197,0,49.44
14174,1,51.71
14092,1,51.76
11646,1,52.75
23358,0,46.04
17853,0,51.24
12786,1,54.34
21487,1,50.13
20772,1,54.32
18376,1,51.74
12046,0,49.83
17154,1,51.51
28498,1,49.25
14114,0,50.52
12137,1,47.49
26009,1,61.65
24857,1,52.41
28106,1,46.85
18182,0,49.24
20140,1,51.21
20370,0,52.58
12631,1,50.17
11743,1,57.54
20516,1,52.65
28268,1,50.78
20481,1,59.05
17194,1,57.08
12747,0,50.47
20784,1,62.7
28419,1,53.02
17301,0,58.43
18786,1,48.62
11666,1,52.28
25275,1,54.34
12095,0,55.38
27681,1,47.29
25471,0,55.15
19282,1,48.22
21913,1,50.16
15408,0,53.6
27018,1,56.14
24186,1,51.25
12382,0,47.17
24211,1,56.05
18010,1,54.42
27794,0,52.27
12253,0,50.52
14287,1,60.61
20945,0,52.7
20449,0,47.12
16027,0,48.43
12339,0,46.56
22364,1,48.7
21545,0,45.89
24830,1,47.09
16797,1,45.66
25590,0,50.49
14784,1,49.86
26642,1,50.87
28262,1,54.4
28872,0,50.07
27488,1,49.65
23565,0,53.06
18737,1,53.41
16443,0,54.45
26350,1,49.32
17786,1,54.73
14663,1,52.36
17477,1,54.49
27255,0,49.24
21474,1,59.43
25188,0,48.8
16358,1,48.42
15137,0,45.99
16471,1,48.79
27252,1,53.09
29241,0,54.84
14290,1,58.95
22638,0,51.56
23813,1,48.17
27806,0,50.38
11358,1,56.08
24524,1,50.96
24477,1,58.54
26084,0,57.17
21460,1,48.93
26383,0,49.9
17694,1,56.02
20972,1,55.16
28476,0,53.46
25464,1,49.14
19325,1,48.4
16937,1,54.12
21272,1,54.93
24367,0,52.04
11296,1,55.46
21341,1,55.27
24698,1,49.15
17001,0,51.16
22930,1,51.91
13309,0,50.18
24776,1,52.31
15401,0,48.73
21741,1,55.6
26672,1,52.82
15600,1,49.53
25137,1,51.87
27996,1,47.84
28472,0,48.27
18395,0,55.7
11534,1,58.54
11851,0,49.82
27684,1,51.3
21415,0,49.4
23444,0,53.54
25180,0,50.28
15954,0,56.42
20881,1,45.5
13253,1,48.98
16278,1,52.32
11780,1,56.52
14246,0,50.3
15369,1,51.07
18985,1,53.96
17298,0,51.34
26822,1,50.78
20341,0,53.19
19272,0,51.95
21479,1,63.76
29308,0,62.06
15417,1,48.48
24433,1,52.3
13642,1,51.25
12983,1,50.51
24919,1,49.85
21409,1,57.81
11336,0,59.3
16406,1,51.96
16218,1,49.56
15278,0,51.3
12511,1,51.02
18311,1,50.38
19043,1,53.97
17947,1,51.12
21204,0,50.26
11480,1,47.6
29424,0,46.38
11619,0,52.64
27633,1,48.82
24305,1,59.35
22680,0,57.19
18056,0,53.05
27272,1,49.81
24078,1,63.16
13996,1,48.79
24693,0,51.02
16044,1,56.95
21931,1,53.92
13441,1,50.76
13505,1,52.39
19221,1,48.25
14722,0,50.64
21832,0,51.31
20704,1,55.46
16691,1,48.62
11848,0,51.52
18164,1,51.69
16606,0,47.48
16205,1,51.48
16936,0,48.38
25048,0,52.51
29360,1,51.91
25132,1,53.41
23569,0,51.35
26143,1,51.97
25416,0,47.52
26999,0,51.35
12497,1,52.32
27862,0,47.93
23481,0,57.14
25839,1,51.51
16107,0,51.09
26119,1,48.13
26928,0,55.72
19809,1,54.76
15016,1,49.14
27498,1,55.34
16017,0,45.4
12621,0,45.6
16608,1,51.49
21513,1,54.69
24447,1,51.52
26700,0,50.98
18360,1,50.26
11375,0,50.61
15331,0,56.92
25777,0,44.83
22702,0,48.49
16154,1,55.73
20162,0,48.89
19610,1,50.75
23819,1,48.06
23299,0,49.58
12327,0,50.89
12303,1,49.22
15755,0,58.05
12287,0,50.52
20033,1,58.79
26223,0,51.7
19604,0,54.15
25813,0,53.85
12225,1,48.08
14124,0,49.79
29223,1,52.59
25135,0,48.1
12550,0,49.4
15617,0,51.39
22630,1,53.82
26393,0,54.43
15518,0,49.75
26784,0,52.08
27911,1,51.63
12830,0,58
24093,1,54.98
16206,0,50.66
16007,1,52.57
13277,1,50.99
28903,0,48.05
17837,1,49.83
22412,0,52.37
12816,1,48.59
11853,1,49.68
27849,0,53.61
17352,1,53.29
25792,1,52.84
22391,0,50.09
17370,0,45.83
12778,0,47.2
25239,1,53.01
21155,1,50.04
16527,1,51.11
18663,1,58.85
14052,1,58.33
18714,1,53.72
13397,0,45.95
18840,0,45.88
25288,0,49.42
16435,0,52.85
12403,1,52.91
11211,0,48.87
12031,1,47.93
20792,1,52.12
26252,1,52.99
23409,1,52.63
27917,1,55.28
14612,1,52.74
11265,1,53.78
12452,1,59.8
23038,0,45.21
23303,0,48.8
22716,1,57.48
13486,1,48.62
19782,1,52.95
25495,1,52.53
27503,1,50.89
12756,1,50.8
27621,1,59.76
17202,1,52.08
20565,1,52.89
24700,1,54.24
19207,0,53.08
23982,1,60.84
18700,1,53.15
19273,1,48.11
23541,1,50.12
12693,0,48.67
20636,1,51.29
22414,1,51.17
18646,0,50.34
14898,1,50.77
26844,1,48.45
15812,1,58.51
22108,0,53.63
24397,0,50.83
14828,1,52.71
27939,1,50.87
18616,1,51.12
12172,1,59.62
20888,1,54.05
24065,0,49.57
13970,0,49.22
15528,1,53.2
19407,1,53.67
18079,1,51.87
15299,1,53.33
27840,0,45.31
12941,1,51.83
22576,0,52.19
22619,0,50.01
11282,0,58.62
21888,0,48.31
14474,1,52.33
28338,0,45.37
28659,0,55.29
20601,1,50.4
26515,1,48.63
14882,1,48.16
14695,0,50.49
19943,1,56.78
26729,1,56.38
14107,1,51.48
11456,0,46.07
13018,0,48.2
18362,1,49.09
20510,0,48.39
18155,0,46.7
12337,0,53.88
13538,0,48.49
25690,1,56.77
27057,0,51.1
21277,0,49.34
17724,0,49.97
13540,1,52.2
23924,0,46.89
25353,0,51.95
17555,1,47.81
27807,1,51.16
11201,0,48.62
29150,0,55.6
14461,1,52.61
15603,1,57.96
21852,1,56.01
26279,0,52.56
16569,1,49.47
24781,0,51.54
15622,1,52.61
13193,1,48.37
19586,0,54.24
14188,1,48.35
11361,1,49.85
19419,0,46.1
21215,1,48.74
18576,0,49.78
20039,0,53.85
13912,0,50.88
29108,0,52.95
20328,0,45.5
11968,1,50.74
16853,1,54.39
12217,0,57.57
16621,1,48.73
19173,1,50.99
19728,0,50.44
19951,1,51.76
18937,1,55.43
19557,0,50.59
25320,0,50.85
24256,0,48.99
27371,0,47.25
21551,1,52.41
27428,0,49.54
23515,1,59.66
29133,0,51.61
23357,1,51.43
25002,1,50.8
20960,1,51.24
23379,0,51.52
12378,0,52.41
18668,1,53.41
27785,1,53
11876,0,48.14
18888,1,50.21
24538,0,51.11
19380,1,55.47
13162,0,51.09
26708,1,53.79
11328,0,46.14
20156,1,53.53
26753,0,52.06
24128,0,51.77
18551,1,51.84
25280,0,52.16
19863,0,45.4
25472,1,58.97
17107,0,50.69
15975,0,51.91
16568,1,51.97
23576,1,51.08
26737,1,49.94
17008,1,52.67
19461,0,46.31
13252,1,48.81
18823,1,59.14
25968,1,56.36
19958,0,51.23
17111,0,49.04
12603,1,61.14
18998,1,51.28
22232,1,48.25
11668,0,46.55
11139,1,51.22
11127,0,47.56
11409,0,49.94
13103,1,55.91
17531,1,49.94
22841,1,53.02
25086,0,49.55
27618,1,50.18
20682,0,47.52
15824,0,51.74
26189,1,52.6
15494,0,52.33
28513,1,52.57
27614,1,54.64
13655,0,50.3
25542,1,52.32
22984,1,50.21
13395,1,49.96
12124,0,53.59
18099,1,55.83
13822,0,55.1
28063,1,52.97
11471,0,50.85
14028,0,50.02
22488,1,61.38
22019,1,46.15
11281,0,56.04
19529,1,49.87
18569,0,48.87
22476,1,54.76
26995,1,52.9
20442,0,46.04
19116,0,50.79
24209,0,51.32
13829,0,50.37
21171,0,49.91
28245,0,53.96
17789,0,51.69
24863,1,57.26
16598,0,50.53
24080,0,55.94
18996,0,48.67
24908,0,50.45
18117,1,53.83
25191,0,53
12730,0,51.5
20740,1,48.44
21571,0,46.67
28363,0,48.97
15410,1,52.45
12587,1,54.94
16272,1,59.87
27207,0,49.84
22633,0,52.39
18053,1,52.76
12753,0,46.38
13847,0,44.76
18492,0,47.95
28153,0,51.23
13385,1,52.4
26247,0,51.78
12732,0,49.09
16776,1,47.19
15599,0,57.39
20298,0,48.02
13598,1,54.55
11863,1,52.87
14504,1,49.49
18403,0,49.94
29354,1,56.81
22469,1,53.25
17380,0,48.48
16593,1,51.1
17371,0,52.42
16396,0,48.34
26835,1,55.44
23458,0,48.17
21469,0,51.94
17886,1,52.8
26446,0,51.65
20992,0,51.3
15059,1,51.94
15541,0,51.43
17526,1,52.43
18963,1,50.29
16506,1,50.55
18139,1,48.79
27271,0,50.48
11321,0,48.25
16282,0,54.86
21610,1,51.08
28850,1,51.28
24580,1,48.42
15391,1,48.64
27619,1,60.04
19626,0,55.89
21303,0,48.3
13391,0,47.62
14803,1,46.47
16878,1,53.84
22016,1,48.78
19028,0,54.21
22346,1,53.01
28888,0,51.83
19148,1,54.42
28073,0,48.46
19773,1,60.23
18211,1,47.84
28946,1,51.28
19260,0,54.07
13005,0,45.38
20182,0,45.66
11450,1,50.92
17815,0,53.3
12108,1,56.61
20823,1,48.79
27890,1,55.12
25146,0,54.24
12398,0,50.1
14442,1,50.61
22735,1,52.37
25281,1,53.16
20365,1,46.65
28387,0,48.28
23182,0,52.01
26052,0,47.58
17504,1,51.26
18966,1,49.56
19555,0,52.3
20646,1,49.26
24267,1,48.85
21124,0,48.79
26337,1,52.16
16844,1,51.3
25787,1,52.81
11446,0,48.2
11262,1,51.3
23845,1,47.41
26854,1,52.58
26010,1,52.46
20640,1,51.5
21647,1,48.05
27820,1,54.77
14749,1,56.21
14444,1,60.93
28741,1,51.33
16732,1,48.85
14850,0,51.46
17446,1,54.84
16871,1,49.47
12293,0,51.69
28193,0,45.26
27798,1,62.51
11930,0,48.97
29137,1,55.4
27364,0,52.15
28242,1,45.57
21188,0,52.06
14743,1,55.16
28127,1,49.75
14067,0,54.08
14109,0,50.09
15159,0,52.07
22592,0,51.69
28622,1,53.7
16688,0,51.9
15472,0,54.52
18692,1,50.32
14985,0,50.21
18799,0,45.73
14794,1,48.97
24334,0,49.8
11960,1,48.08
14889,0,57.18
26157,1,54.04
23778,1,49.28
16290,0,47.21
27759,0,51
13843,0,50.29
17619,1,48.77
16925,1,48.04
21194,1,51.57
22189,1,49.68
21069,0,49.24
24546,1,53.35
21311,0,49.27
13892,0,55.6
25625,0,48.28
26865,0,51.11
13533,1,55.83
14408,0,50.62
14382,1,51.06
19757,1,51.3
15902,1,59.85
13757,0,52.13
19235,1,52.85
25552,0,51.87
17871,0,47.69
11917,1,56.25
15038,1,51.16
25110,0,50.53
21856,0,53.87
15147,0,51.68
16040,1,60.21
17604,1,52.7
26375,1,50.95
18718,0,49.71
16052,1,57.44
14967,0,49.47
28993,0,48.49
25116,1,48.42
19024,0,51.61
17790,1,54.04
26792,0,49.01
18918,0,48.74
20094,0,52.27
13258,1,52.94
14935,0,52.43
21268,1,48.4
12760,0,49.38
16420,1,53.17
12087,1,52.25
27182,1,50.93
27541,1,52.19
19418,1,54.64
17758,1,50.29
15373,0,51.6
23662,0,51.52
20625,0,50.6
18261,0,50.35
15121,1,46.49
12058,1,47.82
12825,1,52.17
17279,1,49.82
26296,1,51.96
21742,1,51.15
13256,1,52.25
19236,1,55.39
29253,1,53.26
16848,1,53.2
16922,0,48.11
20770,0,54.82
24583,1,50.16
28699,0,51.11
18846,1,52.09
26444,1,50.6
23104,0,49.07
22783,0,48.14
13720,1,53.29
12245,1,52.01
28898,0,51.12
22886,1,52.31
25775,1,50.91
20807,1,52.7
20072,1,55.23
21107,1,51.7
12280,1,51.72
18811,1,58.36
15258,0,46.13
19621,0,52.39
28723,1,51.93
20537,0,54.18
19688,0,53.17
19396,1,50.56
14204,0,49.26
28324,1,60.87
14516,0,46.32
12520,0,53.51
26330,0,52.88
12677,0,47.81
29463,0,48.83
26287,1,52.02
15372,0,53.14
22013,0,51.03
28484,1,48.79
15249,1,52.06
24429,0,50.62
15641,0,45.39
13108,0,45.95
26881,0,45.82
24873,1,52.08
29312,0,51.4
22660,0,47.87
21281,1,50.37
23743,0,48.48
13326,1,54.12
17581,0,52.7
22331,1,52.97
25612,0,48.31
14492,0,51.28
28089,0,50.99
29303,1,62.68
23128,0,48.07
13186,1,53.39
28925,1,51.66
17752,1,51.43
20193,1,54.24
26533,1,54.74
23420,0,52.92
20768,1,51.59
16141,0,45.25
12545,1,56.17
13894,1,51.23
25759,1,50.96
16190,0,51.21
13345,0,45.01
21271,1,51.4
20652,0,55.11
19512,0,47.15
13636,1,53.14
25926,1,55.18
20470,0,51.72
26785,1,48.53
21747,1,52.06
14087,0,53.01
21210,0,51.83
22614,0,54.22
16251,1,50.12
22084,1,52.88
17651,0,53.3
28618,0,48.48
14912,1,53.13
13691,1,51.65
20061,0,48.38
25594,0,50.74
26714,0,50.23
18101,1,51.56
24246,0,46.22
27712,1,48.27
23781,1,46.6
20152,0,45.59
12179,0,53.03
19936,1,63.97
25635,1,59.83
24341,1,57.41
24553,1,51.85
23430,0,44.66
16314,1,53.48
26925,0,52.68
12923,1,57.64
16080,0,50.8
19089,1,48.22
19175,0,52.56
28777,0,44.47
15721,0,50.79
19086,1,51.27
27336,0,50.96
29431,1,49.55
26706,1,50.94
17794,1,61.07
26281,1,52.32
25526,0,53.64
14155,1,52.63
26650,1,53.39
23416,1,52.58
24727,0,46.41
19441,1,49.54
19821,1,51.12
29441,0,51.49
24525,0,51.98
25201,1,56.36
14952,1,53.12
14146,1,51.09
11129,0,51.88
11541,1,53.03
16726,0,48.39
23366,0,51.39
16429,1,51.3
11937,0,51.4
18680,0,52.56
29012,0,50.81
29161,1,54.87
18469,0,49.41
16168,1,50.91
25940,1,61.06
19128,0,49.32
26268,0,50.8
18156,1,54.51
16220,1,52.24
21212,1,57.84
18474,0,48.95
18445,0,44.71
28673,1,53.39
14957,0,45.14
20346,0,53.16
19808,0,51.71
18929,1,52.76
27718,0,57.58
11862,1,50.95
15896,1,51.51
15602,0,50.58
29089,0,52.29
12552,0,49.73
19753,0,49.86
15884,0,45.98
27569,0,52.83
19191,1,51.31
11106,1,54.27
22674,0,52.68
19537,0,50.52
19300,1,51.86
29017,0,56.53
21206,1,60.14
17718,1,50.95
27024,0,53.9
23601,0,48.58
21383,1,53.09
19567,1,52.03
24045,1,51.48
24667,0,48.15
22210,1,51.12
26664,1,50.68
16207,1,51.05
20583,1,51.09
15830,1,52.03
22301,1,46.06
15336,1,52.36
25350,0,46.68
29398,0,57.94
24952,0,52.58
19607,1,54.41
28929,1,51.05
22641,1,51.99
13964,0,52.26
13207,1,50.07
11013,0,49.46
20177,0,49.16
22860,0,47.93
16133,1,52.61
26001,1,51.53
18122,1,50.83
22203,1,48.6
17893,1,52.65
18776,1,50
24181,0,46.73
16266,1,51.41
14113,1,49.67
13922,1,55.23
16178,0,48.44
20587,1,55.73
14218,1,54.59
26205,1,55.97
11897,1,54.49
20637,1,58.49
28693,1,53.56
28948,0,52.59
12722,0,45.82
12381,0,50.57
29480,0,55.23
20642,0,50.67
11349,1,50.2
12458,1,51.68
11501,0,52.43
24701,0,48.06
22843,1,51.51
25629,0,46.09
13426,0,51.11
27600,0,49.33
11200,0,50.24
19732,1,54.18
12158,1,50.25
16496,0,48.7
29371,1,51.37
29384,0,46.17
15353,0,54.46
21296,0,55.52
22399,0,53.37
28215,1,52.54
18409,1,51.49
11808,1,49.21
24565,0,55.85
16954,0,46.57
25402,1,56.15
28941,0,49.74
15055,1,51.28
23798,0,44.97
16301,0,48.53
21665,0,47.94
17441,0,47.35
28393,0,60.19
24658,1,46.01
27411,1,51.02
21133,0,48.27
25837,1,47.37
22982,0,50.3
13118,1,48.2
22020,1,48.76
19698,0,50.81
12704,0,48.99
25085,1,58.1
11505,0,53.05
24922,0,48.16
13450,0,46.46
11976,0,52.33
28337,1,48.65
26246,1,51.11
18331,1,51.33
13499,1,52.77
28060,1,58.6
18392,1,54.95
13760,1,54.33
24807,1,52.31
25684,0,55.37
13263,0,51.47
11802,1,52.05
11550,0,51.05
25142,0,51.94
25165,1,55.34
21854,1,52.11
13111,1,51.05
23713,0,50.27
25890,1,50.31
19027,0,51.22
16664,1,51.29
19624,1,53.37
25715,1,50.43
24188,1,57.49
21712,1,50.46
17130,0,55.6
20742,1,52.17
13439,0,58.56
22263,0,46.77
23600,0,48.32
13453,0,51.42
19884,0,54.81
21729,0,51.94
27652,1,51.41
12710,1,50.76
26811,1,48.88
11402,0,48.56
25173,1,53.65
28920,1,51.68
27157,1,48.27
19658,1,51.94
15506,0,55.73
24242,1,46.36
15042,1,50.66
25984,0,50.48
19060,1,52.27
25760,0,45.78
27011,0,46.35
17143,0,54.64
12537,0,60.03
12067,1,53.22
19448,0,52.83
16835,1,53.05
26486,0,47.38
25155,0,50.21
28125,0,48.63
18315,1,47.23
14006,0,49.53
27071,1,49.28
25337,0,47.93
11374,1,51.58
26174,1,52.82
14579,1,52.19
14193,0,50.16
16415,1,56.83
23225,0,55.98
12177,1,60.49
15056,0,49.1
12081,0,54.71
13144,0,54.08
25575,1,57.33
20282,1,55.6
12792,0,48.95
15526,0,52.3
18257,0,52.56
29233,0,53.2
15879,0,48.7
16959,1,50.61
21988,1,51.97
17686,1,53.71
18485,1,53.82
12501,0,53.87
28807,1,52.47
11564,0,50.31
22774,1,57.49
21230,0,49.76
24398,1,52.14
22038,0,53.21
25354,1,50.54
25492,1,52.33
21552,0,50.88
16189,0,49.42
25267,0,50.01
24316,1,53.83
20677,0,49.64
11117,1,49.91
13444,0,54.51
20984,0,50.18
29375,1,56.87
29261,0,49.93
29416,0,47.98
23394,0,52.36
13235,1,49.98
20917,1,48.55
29314,1,54.47
11488,0,50.68
13984,0,50.63
15783,0,52.45
11180,1,48.33
17037,1,60.16
27453,1,55.99
14365,0,50.2
14700,1,51.88
27315,1,48.64
11309,1,48.82
23645,0,47.43
16393,1,51.68
18188,1,48.63
16353,1,49.67
17071,0,49.1
25131,1,59.35
11348,1,52.56
15412,1,53.94
18743,0,51.19
17547,0,47.76
21957,1,54.06
11390,0,49.9
19156,0,49.2
26503,0,51.21
16101,1,53.51
28184,0,50.65
14604,0,52.97
14531,0,51.36
14264,1,53.96
21196,1,49.34
14823,1,61.62
23232,1,49.44
24792,0,46.28
11650,1,51.35
28356,1,53.62
27854,0,53.65
16933,1,53.14
19933,1,51.03
20286,0,50.35
16729,1,55.37
11058,0,51.73
24468,0,53.06
19015,1,59.92
25282,1,52.72
19152,1,59.83
18317,0,48.1
18982,1,50.51
25621,1,52.89
18133,0,48.78
27622,1,55.26
11144,0,51.65
22130,1,52.42
12024,0,53.85
24680,1,59.31
12000,1,52.09
22187,0,47.03
13388,1,61.51
25283,0,50.49
22542,0,51.78
14901,1,51.96
11702,0,51.76
29306,1,54.64
20802,1,50.15
21582,1,51.1
28651,1,51.53
15411,1,53.69
16491,1,52.81
29181,0,52.34
16241,0,51.71
21452,1,52.04
23226,1,49.53
16678,0,52.77
26602,0,56.25
13890,1,54.73
12268,1,61
26341,0,51.73
19625,1,54.34
13913,0,50.18
17066,0,50.15
20014,1,50.38
25062,1,50
19351,0,54.05
22673,0,59.06
28000,0,57.05
25875,1,47.79
28372,1,53.68
16483,1,55.22
24386,0,50.48
15685,1,53.89
16655,1,51.38
23940,1,57.47
15999,0,51.01
21956,0,46.38
15960,0,48.76
11823,1,51.83
22917,1,58.96
20668,0,54.02
13744,1,55.32
13021,0,51.4
25921,1,52.76
21222,1,52.63
29353,0,53.09
17080,0,54.09
27765,0,46.5
18800,0,47.44
26713,1,51.41
11556,1,51.65
14347,0,55.56
24254,0,46.44
26921,0,51.89
16556,0,50.03
19094,1,56.65
20692,0,52.46
23563,1,54.7
22943,1,55.28
28827,0,45.61
12320,0,52.44
23207,1,57.97
17533,0,50.24
16148,1,49.21
14726,1,61.77
12586,0,47.35
22290,1,47.51
13402,0,54.17
15580,0,49.38
22769,1,54.52
14258,0,50.86
13121,1,50.03
16667,0,46.17
17336,1,52.42
23297,1,49.04
13433,1,50.19
15881,0,51.98
14295,0,46.78
15661,1,59.1
25688,1,53.77
12438,0,52.68
18962,0,57.42
28515,1,48.54
25978,1,49.9
21663,0,49.2
25989,1,58.24
18932,1,55.98
21830,0,50.61
21508,0,44.84
13094,1,57.94
16071,0,50.77
18579,1,52.79
11845,1,52.22
18340,0,49.56
22007,0,50.27
18931,0,47.4
23242,1,54.9
24248,1,50.01
20843,1,49.44
22754,1,51.32
12230,1,58.98
16518,0,50.14
22959,1,54.06
23838,1,51.11
27365,0,52.22
16088,0,52.93
24544,0,44.75
20883,1,50.93
26879,0,50.45
11234,0,51.98
29459,1,49.9
14029,0,49.24
27251,0,51.29
27744,1,50.73
22687,1,61.6
24002,0,50.56
12646,0,60.02
20620,0,52.27
25810,0,51.89
11766,0,48.54
18511,0,51.72
25791,1,59.28
27969,0,45.92
