ProductID,Date,Zip,Units,Revenue,City,State,District,Country,Category,Manufacturer,IsCompete,Product,Segment
1081,1/26/2015,78045,1,2708.37,"Laredo, TX, USA",TX,District #23,USA,Rural,Pirum,N,Pirum RP-27,Productivity
795,1/27/2015,75040,1,3338.37,"Garland, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-83,Productivity
838,1/13/2015,76148,1,11150.37,"Fort Worth, TX, USA",TX,District #22,USA,Urban,Natura,Y,Natura UM-22,Moderation
1120,1/13/2015,75154,1,2109.87,"Red Oak, TX, USA",TX,District #22,USA,Rural,Pirum,N,Pirum RS-08,Select
2235,1/13/2015,11224,1,786.87,"Brooklyn, NY, USA",NY,District #03,USA,Rural,Aliqui,N,Aliqui RP-32,Productivity
990,1/13/2015,75154,1,5669.37,"Red Oak, TX, USA",TX,District #22,USA,Urban,Natura,N,Natura UC-53,Convenience
838,1/13/2015,75462,1,11402.37,"Paris, TX, USA",TX,District #25,USA,Urban,Natura,Y,Natura UM-22,Moderation
981,1/13/2015,79606,1,1889.37,"Abilene, TX, USA",TX,District #22,USA,Urban,Natura,N,Natura UC-44,Convenience
2083,1/13/2015,78574,1,3747.87,"Mission, TX, USA",TX,District #23,USA,Urban,Currus,N,Currus UC-18,Convenience
786,1/13/2015,79119,1,818.37,"Amarillo, TX, USA",TX,District #21,USA,Rural,Natura,N,Natura RP-74,Productivity
2240,1/13/2015,12748,1,1038.87,"Jeffersonville, NY, USA",NY,District #01,USA,Rural,Aliqui,N,Aliqui RP-37,Productivity
93,1/13/2015,79065,1,11466,"Pampa, TX, USA",TX,District #21,USA,Urban,Abbas,Y,Abbas UM-20,Moderation
786,1/14/2015,14559,1,818.37,"Spencerport, NY, USA",NY,District #06,USA,Rural,Natura,N,Natura RP-74,Productivity
1949,1/14/2015,76227,1,3590.37,"Aubrey, TX, USA",TX,District #22,USA,Rural,Currus,N,Currus RP-24,Productivity
2235,1/14/2015,77449,1,786.87,"Katy, TX, USA",TX,District #23,USA,Rural,Aliqui,N,Aliqui RP-32,Productivity
596,1/1/2015,77040,1,9027.9,"Houston, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-61,Convenience
619,1/1/2015,79022,1,11336.85,"Dalhart, TX, USA",TX,District #21,USA,Urban,VanArsdel,N,Maximus UC-84,Convenience
396,1/1/2015,13324,1,10388.7,"Cold Brook, NY, USA",NY,District #01,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
396,1/1/2015,14075,1,10388.7,"Hamburg, NY, USA",NY,District #06,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
596,1/1/2015,78628,1,9027.9,"Georgetown, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-61,Convenience
396,1/1/2015,10562,1,10388.7,"Ossining, NY, USA",NY,District #03,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
396,1/1/2015,13440,1,10388.7,"Rome, NY, USA",NY,District #01,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
396,1/1/2015,77040,1,10388.7,"Houston, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
396,1/1/2015,77706,1,10388.7,"Beaumont, TX, USA",TX,District #24,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
396,1/1/2015,79110,1,10388.7,"Amarillo, TX, USA",TX,District #21,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
564,1/1/2015,75601,1,11336.85,"Longview, TX, USA",TX,District #24,USA,Urban,VanArsdel,N,Maximus UC-29,Convenience
396,1/1/2015,12225,1,10388.7,"Albany, NY, USA",NY,District #01,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
396,1/1/2015,14304,1,10388.7,"Niagara Falls, NY, USA",NY,District #06,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
396,1/1/2015,75220,2,20777.4,"Dallas, TX, USA",TX,District #22,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
1062,1/25/2015,79124,1,1700.37,"Amarillo, TX, USA",TX,District #21,USA,Rural,Pirum,N,Pirum RP-08,Productivity
2234,1/25/2015,76365,1,786.87,"Henrietta, TX, USA",TX,District #22,USA,Rural,Aliqui,N,Aliqui RP-31,Productivity
2016,1/25/2015,78256,1,3621.87,"San Antonio, TX, USA",TX,District #23,USA,Urban,Currus,N,Currus UR-19,Regular
2332,1/26/2015,77356,1,5039.37,"Montgomery, TX, USA",TX,District #23,USA,Urban,Aliqui,N,Aliqui UE-06,Extreme
2332,1/26/2015,78233,1,5039.37,"San Antonio, TX, USA",TX,District #23,USA,Urban,Aliqui,N,Aliqui UE-06,Extreme
1948,1/26/2015,77334,1,3590.37,"Dodge, TX, USA",TX,District #23,USA,Rural,Currus,N,Currus RP-23,Productivity
1082,1/26/2015,78045,1,2708.37,"Laredo, TX, USA",TX,District #23,USA,Rural,Pirum,N,Pirum RP-28,Productivity
2359,1/26/2015,77316,1,4913.37,"Montgomery, TX, USA",TX,District #23,USA,Urban,Aliqui,N,Aliqui UC-07,Convenience
753,1/26/2015,11958,1,2928.87,"Peconic, NY, USA",NY,District #03,USA,Rural,Natura,N,Natura RP-41,Productivity
2241,1/26/2015,12308,1,1038.87,"Schenectady, NY, USA",NY,District #01,USA,Rural,Aliqui,N,Aliqui RP-38,Productivity
2284,1/27/2015,10017,1,3590.37,"New York, NY, USA",NY,District #03,USA,Rural,Aliqui,N,Aliqui RS-17,Select
989,1/27/2015,77024,1,5228.37,"Houston, TX, USA",TX,District #23,USA,Urban,Natura,N,Natura UC-52,Convenience
1003,1/27/2015,11576,1,1038.87,"Roslyn, NY, USA",NY,District #03,USA,Youth,Natura,N,Natura YY-04,Youth
2016,1/13/2015,77071,1,3621.87,"Houston, TX, USA",TX,District #23,USA,Urban,Currus,N,Currus UR-19,Regular
964,1/13/2015,77418,1,3779.37,"Bellville, TX, USA",TX,District #23,USA,Urban,Natura,N,Natura UC-27,Convenience
2234,1/13/2015,11224,1,786.87,"Brooklyn, NY, USA",NY,District #03,USA,Rural,Aliqui,N,Aliqui RP-31,Productivity
2359,1/13/2015,75040,1,4913.37,"Garland, TX, USA",TX,District #22,USA,Urban,Aliqui,N,Aliqui UC-07,Convenience
2359,1/13/2015,77268,1,4913.37,"Houston, TX, USA",TX,District #23,USA,Urban,Aliqui,N,Aliqui UC-07,Convenience
964,1/13/2015,77082,1,3905.37,"Houston, TX, USA",TX,District #23,USA,Urban,Natura,N,Natura UC-27,Convenience
2050,1/13/2015,76522,1,6015.87,"Copperas Cove, TX, USA",TX,District #23,USA,Urban,Currus,N,Currus UE-10,Extreme
2241,1/13/2015,12748,1,1038.87,"Jeffersonville, NY, USA",NY,District #01,USA,Rural,Aliqui,N,Aliqui RP-38,Productivity
2277,1/13/2015,77532,1,3086.37,"Crosby, TX, USA",TX,District #23,USA,Rural,Aliqui,N,Aliqui RS-10,Select
2332,1/13/2015,77584,1,5039.37,"Pearland, TX, USA",TX,District #23,USA,Urban,Aliqui,N,Aliqui UE-06,Extreme
769,1/14/2015,75217,1,3086.37,"Dallas, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-57,Productivity
1948,1/14/2015,76227,1,3590.37,"Aubrey, TX, USA",TX,District #22,USA,Rural,Currus,N,Currus RP-23,Productivity
2234,1/14/2015,77449,1,786.87,"Katy, TX, USA",TX,District #23,USA,Rural,Aliqui,N,Aliqui RP-31,Productivity
744,1/14/2015,75071,1,3275.37,"Mckinney, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-32,Productivity
964,1/14/2015,77065,1,3905.37,"Houston, TX, USA",TX,District #23,USA,Urban,Natura,N,Natura UC-27,Convenience
2332,1/15/2015,77035,1,5039.37,"Houston, TX, USA",TX,District #23,USA,Urban,Aliqui,N,Aliqui UE-06,Extreme
786,1/14/2015,77708,1,818.37,"Beaumont, TX, USA",TX,District #24,USA,Rural,Natura,N,Natura RP-74,Productivity
2056,1/14/2015,75052,1,3936.87,"Grand Prairie, TX, USA",TX,District #22,USA,Urban,Currus,N,Currus UE-16,Extreme
2167,1/14/2015,11364,1,6926.85,"Oakland Gardens, NY, USA",NY,District #03,USA,Urban,Victoria,N,Victoria UE-20,Extreme
2210,1/14/2015,77418,1,1290.87,"Bellville, TX, USA",TX,District #23,USA,Rural,Aliqui,N,Aliqui RP-07,Productivity
786,1/14/2015,76450,1,818.37,"Graham, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-74,Productivity
797,1/14/2015,13140,1,3653.37,"Port Byron, NY, USA",NY,District #01,USA,Rural,Natura,N,Natura RS-01,Select
979,1/14/2015,77469,1,4913.37,"Richmond, TX, USA",TX,District #23,USA,Urban,Natura,N,Natura UC-42,Convenience
770,1/14/2015,75217,1,3086.37,"Dallas, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-58,Productivity
195,1/14/2015,10065,1,9135,"New York, NY, USA",NY,District #03,USA,Urban,Abbas,N,Abbas UC-07,Convenience
2374,1/15/2015,78748,1,7559.37,"Austin, TX, USA",TX,District #23,USA,Urban,Aliqui,N,Aliqui UC-22,Convenience
120,1/15/2015,77503,1,10073.7,"Pasadena, TX, USA",TX,District #23,USA,Urban,Abbas,Y,Abbas UM-47,Moderation
2374,1/17/2015,75035,1,7685.37,"Frisco, TX, USA",TX,District #22,USA,Urban,Aliqui,N,Aliqui UC-22,Convenience
1106,1/18/2015,77534,1,2960.37,"Danbury, TX, USA",TX,District #23,USA,Rural,Pirum,N,Pirum RP-52,Productivity
838,1/18/2015,76522,1,11276.37,"Copperas Cove, TX, USA",TX,District #23,USA,Urban,Natura,Y,Natura UM-22,Moderation
2081,1/18/2015,78102,1,2676.87,"Beeville, TX, USA",TX,District #23,USA,Urban,Currus,N,Currus UC-16,Convenience
1120,1/18/2015,76205,1,2109.87,"Denton, TX, USA",TX,District #22,USA,Rural,Pirum,N,Pirum RS-08,Select
2210,1/18/2015,77422,1,1290.87,"Brazoria, TX, USA",TX,District #23,USA,Rural,Aliqui,N,Aliqui RP-07,Productivity
979,1/18/2015,78727,1,4724.37,"Austin, TX, USA",TX,District #23,USA,Urban,Natura,N,Natura UC-42,Convenience
936,1/19/2015,79932,1,5984.37,"El Paso, TX, USA",TX,District #39,USA,Urban,Natura,N,Natura UE-45,Extreme
2235,1/19/2015,11937,1,786.87,"East Hampton, NY, USA",NY,District #03,USA,Rural,Aliqui,N,Aliqui RP-32,Productivity
770,1/19/2015,79902,1,3086.37,"El Paso, TX, USA",TX,District #39,USA,Rural,Natura,N,Natura RP-58,Productivity
863,1/19/2015,77065,1,3653.37,"Houston, TX, USA",TX,District #23,USA,Urban,Natura,N,Natura UR-09,Regular
2056,1/19/2015,76442,1,3936.87,"Comanche, TX, USA",TX,District #22,USA,Urban,Currus,N,Currus UE-16,Extreme
2056,1/19/2015,78220,2,7873.74,"San Antonio, TX, USA",TX,District #23,USA,Urban,Currus,N,Currus UE-16,Extreme
797,1/19/2015,75234,1,3653.37,"Dallas, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RS-01,Select
990,1/19/2015,76712,1,5291.37,"Woodway, TX, USA",TX,District #23,USA,Urban,Natura,N,Natura UC-53,Convenience
604,1/1/2015,12180,1,5540.85,"Troy, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
604,1/1/2015,12953,1,5540.85,"Malone, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
604,1/1/2015,76661,1,5540.85,"Marlin, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
604,1/1/2015,77024,1,5540.85,"Houston, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
645,1/1/2015,76559,1,8473.5,"Nolanville, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-10,Convenience
663,1/1/2015,12225,1,9185.4,"Albany, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-28,Convenience
681,1/1/2015,11755,1,7783.65,"Lake Grove, NY, USA",NY,District #03,USA,Urban,VanArsdel,N,Maximus UC-46,Convenience
681,1/1/2015,12838,1,7783.65,"Hartford, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-46,Convenience
445,1/1/2015,12550,1,10092.6,"Newburgh, NY, USA",NY,District #01,USA,Urban,VanArsdel,Y,Maximus UM-50,Moderation
604,1/1/2015,14075,1,5540.85,"Hamburg, NY, USA",NY,District #06,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
681,1/1/2015,13760,1,7783.65,"Endicott, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-46,Convenience
445,1/1/2015,11746,1,10092.6,"Huntington Station, NY, USA",NY,District #03,USA,Urban,VanArsdel,Y,Maximus UM-50,Moderation
488,1/1/2015,75154,1,11844,"Red Oak, TX, USA",TX,District #22,USA,Urban,VanArsdel,Y,Maximus UM-93,Moderation
495,1/1/2015,77449,1,6930,"Katy, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-00,Moderation
604,1/1/2015,75204,1,5540.85,"Dallas, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
604,1/1/2015,76131,1,5540.85,"Fort Worth, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
604,1/1/2015,77065,2,11081.7,"Houston, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
2359,1/15/2015,76020,1,4913.37,"Azle, TX, USA",TX,District #22,USA,Urban,Aliqui,N,Aliqui UC-07,Convenience
2359,1/15/2015,77586,1,4913.37,"Seabrook, TX, USA",TX,District #23,USA,Urban,Aliqui,N,Aliqui UC-07,Convenience
1157,1/17/2015,77515,1,4598.37,"Angleton, TX, USA",TX,District #23,USA,Urban,Pirum,N,Pirum UR-14,Regular
1107,1/18/2015,77534,1,1920.87,"Danbury, TX, USA",TX,District #23,USA,Rural,Pirum,N,Pirum RP-53,Productivity
2091,1/18/2015,10075,1,1857.87,"New York, NY, USA",NY,District #03,USA,Urban,Currus,N,Currus UC-26,Convenience
1062,1/18/2015,11771,1,1700.37,"Oyster Bay, NY, USA",NY,District #03,USA,Rural,Pirum,N,Pirum RP-08,Productivity
2016,1/18/2015,78416,1,3590.37,"Corpus Christi, TX, USA",TX,District #23,USA,Urban,Currus,N,Currus UR-19,Regular
1105,1/18/2015,77534,1,2960.37,"Danbury, TX, USA",TX,District #23,USA,Rural,Pirum,N,Pirum RP-51,Productivity
1182,1/18/2015,75035,1,1889.37,"Frisco, TX, USA",TX,District #22,USA,Urban,Pirum,N,Pirum UE-18,Extreme
1053,1/19/2015,78520,1,3086.37,"Brownsville, TX, USA",TX,District #23,USA,Mix,Pirum,N,Pirum MA-11,All Season
964,1/19/2015,79902,1,4283.37,"El Paso, TX, USA",TX,District #39,USA,Urban,Natura,N,Natura UC-27,Convenience
769,1/19/2015,79902,1,3086.37,"El Paso, TX, USA",TX,District #39,USA,Rural,Natura,N,Natura RP-57,Productivity
2352,1/19/2015,11937,1,4409.37,"East Hampton, NY, USA",NY,District #03,USA,Urban,Aliqui,N,Aliqui UE-26,Extreme
2234,1/19/2015,11937,1,786.87,"East Hampton, NY, USA",NY,District #03,USA,Rural,Aliqui,N,Aliqui RP-31,Productivity
580,1/1/2015,12210,1,8816.85,"Albany, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-45,Convenience
596,1/1/2015,77708,1,9027.9,"Beaumont, TX, USA",TX,District #24,USA,Urban,VanArsdel,N,Maximus UC-61,Convenience
596,1/1/2015,77808,1,9027.9,"Bryan, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-61,Convenience
396,1/1/2015,75110,1,10388.7,"Corsicana, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
396,1/1/2015,78596,1,10388.7,"Weslaco, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
396,1/1/2015,79065,1,10388.7,"Pampa, TX, USA",TX,District #21,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
530,1/1/2015,77598,1,7622.37,"Webster, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UE-18,Extreme
580,1/1/2015,77831,1,9081.45,"Bedias, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-45,Convenience
596,1/1/2015,75078,1,9027.9,"Prosper, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-61,Convenience
619,1/1/2015,77356,1,11336.85,"Montgomery, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-84,Convenience
396,1/1/2015,75287,1,10388.7,"Dallas, TX, USA",TX,District #22,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
396,1/1/2015,77478,1,10388.7,"Sugar Land, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
596,1/1/2015,12866,1,9027.9,"Saratoga Springs, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-61,Convenience
596,1/1/2015,79065,1,9027.9,"Pampa, TX, USA",TX,District #21,USA,Urban,VanArsdel,N,Maximus UC-61,Convenience
619,1/1/2015,77704,1,11336.85,"Beaumont, TX, USA",TX,District #24,USA,Urban,VanArsdel,N,Maximus UC-84,Convenience
396,1/1/2015,78411,1,10388.7,"Corpus Christi, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
596,1/1/2015,76309,1,9027.9,"Wichita Falls, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-61,Convenience
687,1/1/2015,79029,1,5351.85,"Dumas, TX, USA",TX,District #21,USA,Urban,VanArsdel,N,Maximus UC-52,Convenience
396,1/1/2015,11709,1,10388.7,"Bayville, NY, USA",NY,District #03,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
396,1/1/2015,76501,2,20777.4,"Temple, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-01,Moderation
580,1/1/2015,76518,1,9081.45,"Buckholts, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-45,Convenience
619,1/1/2015,76309,1,11336.85,"Wichita Falls, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-84,Convenience
619,1/1/2015,78372,1,11336.85,"Orange Grove, TX, USA",TX,District #23,USA,Urban,VanArsdel,N,Maximus UC-84,Convenience
1003,1/4/2015,11377,1,1038.87,"Woodside, NY, USA",NY,District #03,USA,Youth,Natura,N,Natura YY-04,Youth
1062,1/4/2015,78612,1,1700.37,"Cedar Creek, TX, USA",TX,District #23,USA,Rural,Pirum,N,Pirum RP-08,Productivity
2359,1/4/2015,77065,1,4913.37,"Houston, TX, USA",TX,District #23,USA,Urban,Aliqui,N,Aliqui UC-07,Convenience
714,1/4/2015,75181,1,1952.37,"Mesquite, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-02,Productivity
2284,1/4/2015,14502,1,3590.37,"Macedon, NY, USA",NY,District #06,USA,Rural,Aliqui,N,Aliqui RS-17,Select
443,1/1/2015,11426,1,9588.6,"Bellerose, NY, USA",NY,District #03,USA,Urban,VanArsdel,Y,Maximus UM-48,Moderation
443,1/1/2015,77845,1,9588.6,"College Station, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-48,Moderation
445,1/1/2015,78233,1,10092.6,"San Antonio, TX, USA",TX,District #23,USA,Urban,VanArsdel,Y,Maximus UM-50,Moderation
604,1/1/2015,11746,1,5540.85,"Huntington Station, NY, USA",NY,District #03,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
604,1/1/2015,79904,1,5540.85,"El Paso, TX, USA",TX,District #39,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
681,1/1/2015,14850,2,15567.3,"Ithaca, NY, USA",NY,District #01,USA,Urban,VanArsdel,N,Maximus UC-46,Convenience
443,1/1/2015,79902,1,9588.6,"El Paso, TX, USA",TX,District #39,USA,Urban,VanArsdel,Y,Maximus UM-48,Moderation
604,1/1/2015,76020,1,5540.85,"Azle, TX, USA",TX,District #22,USA,Urban,VanArsdel,N,Maximus UC-69,Convenience
838,1/4/2015,76227,1,11402.37,"Aubrey, TX, USA",TX,District #22,USA,Urban,Natura,Y,Natura UM-22,Moderation
1215,1/4/2015,79110,1,4409.37,"Amarillo, TX, USA",TX,District #21,USA,Urban,Pirum,N,Pirum UC-17,Convenience
1347,1/4/2015,79072,1,3621.24,"Plainview, TX, USA",TX,District #22,USA,Rural,Quibus,N,Quibus RP-39,Productivity
2083,1/4/2015,76522,1,3747.87,"Copperas Cove, TX, USA",TX,District #23,USA,Urban,Currus,N,Currus UC-18,Convenience
2240,1/4/2015,76111,1,1038.87,"Fort Worth, TX, USA",TX,District #22,USA,Rural,Aliqui,N,Aliqui RP-37,Productivity
1047,1/4/2015,77367,1,2519.37,"Riverside, TX, USA",TX,District #23,USA,Mix,Pirum,N,Pirum MA-05,All Season
2056,1/4/2015,78541,1,3936.87,"Edinburg, TX, USA",TX,District #23,USA,Urban,Currus,N,Currus UE-16,Extreme
2240,1/4/2015,14472,1,1038.87,"Honeoye Falls, NY, USA",NY,District #06,USA,Rural,Aliqui,N,Aliqui RP-37,Productivity
713,1/4/2015,75181,1,1952.37,"Mesquite, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-01,Productivity
786,1/5/2015,75217,1,818.37,"Dallas, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-74,Productivity
795,1/5/2015,14850,1,3338.37,"Ithaca, NY, USA",NY,District #01,USA,Rural,Natura,N,Natura RP-83,Productivity
786,1/5/2015,75571,1,818.37,"Omaha, TX, USA",TX,District #25,USA,Rural,Natura,N,Natura RP-74,Productivity
940,1/5/2015,11951,1,8063.37,"Mastic Beach, NY, USA",NY,District #03,USA,Urban,Natura,N,Natura UC-03,Convenience
754,1/6/2015,13601,1,2928.87,"Watertown, NY, USA",NY,District #01,USA,Rural,Natura,N,Natura RP-42,Productivity
2240,1/6/2015,76801,1,1038.87,"Brownwood, TX, USA",TX,District #22,USA,Rural,Aliqui,N,Aliqui RP-37,Productivity
1106,1/6/2015,77019,1,2960.37,"Houston, TX, USA",TX,District #23,USA,Rural,Pirum,N,Pirum RP-52,Productivity
2083,1/6/2015,12765,1,3716.37,"Neversink, NY, USA",NY,District #01,USA,Urban,Currus,N,Currus UC-18,Convenience
2410,1/6/2015,11426,1,1196.37,"Bellerose, NY, USA",NY,District #03,USA,Youth,Aliqui,N,Aliqui YY-19,Youth
713,1/6/2015,75154,1,1920.87,"Red Oak, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-01,Productivity
2210,1/6/2015,75407,1,1290.87,"Princeton, TX, USA",TX,District #22,USA,Rural,Aliqui,N,Aliqui RP-07,Productivity
786,1/6/2015,75154,1,818.37,"Red Oak, TX, USA",TX,District #22,USA,Rural,Natura,N,Natura RP-74,Productivity
1215,1/6/2015,75052,1,4409.37,"Grand Prairie, TX, USA",TX,District #22,USA,Urban,Pirum,N,Pirum UC-17,Convenience
940,1/7/2015,75402,1,8063.37,"Greenville, TX, USA",TX,District #22,USA,Urban,Natura,N,Natura UC-03,Convenience
1429,1/7/2015,78233,1,3400.74,"San Antonio, TX, USA",TX,District #23,USA,Rural,Quibus,N,Quibus RP-21,Productivity
1490,1/7/2015,76712,1,3148.74,"Woodway, TX, USA",TX,District #23,USA,Rural,Quibus,N,Quibus RP-82,Productivity
2056,1/7/2015,76708,1,3936.87,"Waco, TX, USA",TX,District #23,USA,Urban,Currus,N,Currus UE-16,Extreme
1040,1/10/2015,75181,1,15116.85,"Mesquite, TX, USA",TX,District #22,USA,Urban,Palma,N,Palma UC-12,Convenience
1122,1/10/2015,75021,1,1889.37,"Denison, TX, USA",TX,District #22,USA,Rural,Pirum,N,Pirum RS-10,Select
