ProductID,Date,Zip,Units,Revenue,City,State,Region,District,Country,Manufacturer,IsCompete,Product,Category,Segment
1182,1/5/2015,77043,1,215.1975,"Houston, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1182,1/5/2015,77449,1,225.6975,"Katy, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum UE-18,Urban,Extreme
2045,1/5/2015,78258,1,514.4475,"San Antonio, TX, USA",TX,Central,District #23,USA,Currus,N,Currus UE-05,Urban,Extreme
2254,1/5/2015,13152,1,60.3225,"Skaneateles, NY, USA",NY,East,District #01,USA,Aliqui,N,Aliqui RP-51,Rural,Productivity
2255,1/5/2015,13152,1,60.3225,"Skaneateles, NY, USA",NY,East,District #01,USA,Aliqui,N,Aliqui RP-52,Rural,Productivity
1053,1/5/2015,78543,1,293.9475,"Elsa, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum MA-11,Mix,All Season
2091,1/5/2015,13905,2,367.395,"Binghamton, NY, USA",NY,East,District #01,USA,Currus,N,Currus UC-26,Urban,Convenience
580,1/6/2015,76544,1,834.4875,"Fort Hood, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-45,Urban,Convenience
609,1/6/2015,77380,1,839.9475,"Spring, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-74,Urban,Convenience
676,1/6/2015,77380,1,761.1975,"Spring, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
604,1/6/2015,75063,1,524.9475,"Irving, TX, USA",TX,Central,District #22,USA,VanArsdel,N,Maximus UC-69,Urban,Convenience
559,1/6/2015,79007,1,629.9475,"Borger, TX, USA",TX,Central,District #21,USA,VanArsdel,N,Maximus UC-24,Urban,Convenience
559,1/6/2015,14903,1,629.9475,"Elmira, NY, USA",NY,East,District #06,USA,VanArsdel,N,Maximus UC-24,Urban,Convenience
443,1/6/2015,77016,1,923.7375,"Houston, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
491,1/6/2015,77484,1,944.9475,"Waller, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
491,1/6/2015,77575,1,944.9475,"Liberty, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
491,1/6/2015,77380,1,892.4475,"Spring, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
993,1/6/2015,79602,1,367.4475,"Abilene, TX, USA",TX,Central,District #22,USA,Natura,N,Natura UC-56,Urban,Convenience
1182,1/6/2015,75035,1,215.1975,"Frisco, TX, USA",TX,Central,District #22,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1182,1/6/2015,75217,1,236.1975,"Dallas, TX, USA",TX,Central,District #22,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1392,1/6/2015,78664,1,194.145,"Round Rock, TX, USA",TX,Central,District #23,USA,Quibus,N,Quibus RP-84,Rural,Productivity
1391,1/6/2015,78664,1,194.145,"Round Rock, TX, USA",TX,Central,District #23,USA,Quibus,N,Quibus RP-83,Rural,Productivity
1053,1/6/2015,78526,1,293.9475,"Brownsville, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum MA-11,Mix,All Season
1053,1/6/2015,79525,1,293.9475,"Hawley, TX, USA",TX,Central,District #22,USA,Pirum,N,Pirum MA-11,Mix,All Season
676,1/7/2015,79932,1,761.1975,"El Paso, TX, USA",TX,West,District #39,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
415,1/7/2015,75846,1,892.4475,"Jewett, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-20,Urban,Moderation
433,1/7/2015,78665,1,997.4475,"Round Rock, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-38,Urban,Moderation
1229,1/7/2015,76943,1,288.6975,"Ozona, TX, USA",TX,Central,District #22,USA,Pirum,N,Pirum UC-31,Urban,Convenience
1229,1/7/2015,78245,1,288.6975,"San Antonio, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum UC-31,Urban,Convenience
2388,1/7/2015,78664,1,335.9475,"Round Rock, TX, USA",TX,Central,District #23,USA,Aliqui,N,Aliqui UC-36,Urban,Convenience
2332,1/7/2015,78258,1,534.975,"San Antonio, TX, USA",TX,Central,District #23,USA,Aliqui,N,Aliqui UE-06,Urban,Extreme
1182,1/7/2015,11720,1,209.9475,"Centereach, NY, USA",NY,East,District #03,USA,Pirum,N,Pirum UE-18,Urban,Extreme
2284,1/7/2015,77346,1,346.4475,"Humble, TX, USA",TX,Central,District #23,USA,Aliqui,N,Aliqui RS-17,Rural,Select
580,1/8/2015,77372,1,834.4875,"Splendora, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-45,Urban,Convenience
676,1/8/2015,78624,1,761.1975,"Fredericksburg, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
676,1/8/2015,76262,1,761.1975,"Roanoke, TX, USA",TX,Central,District #22,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
491,1/8/2015,77351,1,944.9475,"Livingston, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
2380,1/8/2015,11953,1,335.9475,"Middle Island, NY, USA",NY,East,District #03,USA,Aliqui,N,Aliqui UC-28,Urban,Convenience
1517,1/8/2015,14845,1,230.895,"Horseheads, NY, USA",NY,East,District #01,USA,Quibus,N,Quibus RP-09,Rural,Productivity
1518,1/8/2015,14845,1,230.895,"Horseheads, NY, USA",NY,East,District #01,USA,Quibus,N,Quibus RP-10,Rural,Productivity
559,1/9/2015,75069,1,629.9475,"Mckinney, TX, USA",TX,Central,District #22,USA,VanArsdel,N,Maximus UC-24,Urban,Convenience
559,1/9/2015,76008,1,629.9475,"Aledo, TX, USA",TX,Central,District #22,USA,VanArsdel,N,Maximus UC-24,Urban,Convenience
599,1/9/2015,79762,1,886.9875,"Odessa, TX, USA",TX,Central,District #22,USA,VanArsdel,N,Maximus UC-64,Urban,Convenience
400,1/9/2015,79707,1,892.4475,"Midland, TX, USA",TX,Central,District #22,USA,VanArsdel,Y,Maximus UM-05,Urban,Moderation
443,1/9/2015,75407,1,923.7375,"Princeton, TX, USA",TX,Central,District #22,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
443,1/9/2015,77095,1,923.7375,"Houston, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
491,1/9/2015,75039,1,944.9475,"Irving, TX, USA",TX,Central,District #22,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
491,1/9/2015,76028,1,892.4475,"Burleson, TX, USA",TX,Central,District #22,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
609,1/11/2015,77520,1,839.9475,"Baytown, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-74,Urban,Convenience
559,1/11/2015,78626,1,629.9475,"Georgetown, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-24,Urban,Convenience
443,1/11/2015,76522,1,923.7375,"Copperas Cove, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
443,1/11/2015,77389,1,923.7375,"Spring, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
443,1/11/2015,78109,1,923.7375,"Converse, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
990,1/11/2015,78155,1,456.6975,"Seguin, TX, USA",TX,Central,District #23,USA,Natura,N,Natura UC-53,Urban,Convenience
1182,1/11/2015,75068,1,209.9475,"Little Elm, TX, USA",TX,Central,District #22,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1909,1/11/2015,77345,1,207.3225,"Kingwood, TX, USA",TX,Central,District #23,USA,Currus,N,Currus MA-02,Mix,All Season
559,1/12/2015,77515,1,629.9475,"Angleton, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-24,Urban,Convenience
676,1/12/2015,78572,1,761.1975,"Mission, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
599,1/12/2015,12225,1,886.9875,"Albany, NY, USA",NY,East,District #01,USA,VanArsdel,N,Maximus UC-64,Urban,Convenience
596,1/12/2015,12225,1,766.2375,"Albany, NY, USA",NY,East,District #01,USA,VanArsdel,N,Maximus UC-61,Urban,Convenience
415,1/12/2015,14623,1,892.4475,"Rochester, NY, USA",NY,East,District #06,USA,VanArsdel,Y,Maximus UM-20,Urban,Moderation
491,1/12/2015,11722,1,944.9475,"Central Islip, NY, USA",NY,East,District #03,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
491,1/12/2015,77546,1,892.4475,"Friendswood, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
993,1/12/2015,76549,1,383.1975,"Killeen, TX, USA",TX,Central,District #23,USA,Natura,N,Natura UC-56,Urban,Convenience
2331,1/12/2015,76548,1,655.725,"Harker Heights, TX, USA",TX,Central,District #23,USA,Aliqui,N,Aliqui UE-05,Urban,Extreme
1916,1/12/2015,78621,1,299.1975,"Elgin, TX, USA",TX,Central,District #23,USA,Currus,N,Currus MA-09,Mix,All Season
1053,1/12/2015,79936,1,293.9475,"El Paso, TX, USA",TX,West,District #39,USA,Pirum,N,Pirum MA-11,Mix,All Season
676,1/13/2015,75710,1,761.1975,"Tyler, TX, USA",TX,Central,District #24,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
993,1/13/2015,77380,1,367.4475,"Spring, TX, USA",TX,Central,District #23,USA,Natura,N,Natura UC-56,Urban,Convenience
981,1/13/2015,78501,1,178.4475,"Mcallen, TX, USA",TX,Central,District #23,USA,Natura,N,Natura UC-44,Urban,Convenience
2331,1/13/2015,11434,1,655.725,"Jamaica, NY, USA",NY,East,District #03,USA,Aliqui,N,Aliqui UE-05,Urban,Extreme
2331,1/13/2015,11771,1,655.725,"Oyster Bay, NY, USA",NY,East,District #03,USA,Aliqui,N,Aliqui UE-05,Urban,Extreme
2055,1/13/2015,77590,1,656.1975,"Texas City, TX, USA",TX,Central,District #23,USA,Currus,N,Currus UE-15,Urban,Extreme
1348,1/13/2015,76225,1,346.395,"Alvord, TX, USA",TX,Central,District #22,USA,Quibus,N,Quibus RP-40,Rural,Productivity
1347,1/13/2015,76225,1,346.395,"Alvord, TX, USA",TX,Central,District #22,USA,Quibus,N,Quibus RP-39,Rural,Productivity
1120,1/13/2015,78040,1,194.1975,"Laredo, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum RS-08,Rural,Select
604,1/14/2015,78231,1,524.9475,"San Antonio, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-69,Urban,Convenience
596,1/14/2015,13901,1,766.2375,"Binghamton, NY, USA",NY,East,District #01,USA,VanArsdel,N,Maximus UC-61,Urban,Convenience
415,1/14/2015,13204,1,892.4475,"Syracuse, NY, USA",NY,East,District #01,USA,VanArsdel,Y,Maximus UM-20,Urban,Moderation
491,1/14/2015,77581,1,944.9475,"Pearland, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
491,1/14/2015,79906,1,892.4475,"El Paso, TX, USA",TX,West,District #39,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
2380,1/14/2015,75228,1,335.9475,"Dallas, TX, USA",TX,Central,District #22,USA,Aliqui,N,Aliqui UC-28,Urban,Convenience
2055,1/14/2015,76522,1,656.1975,"Copperas Cove, TX, USA",TX,Central,District #23,USA,Currus,N,Currus UE-15,Urban,Extreme
1182,1/14/2015,12188,1,209.9475,"Waterford, NY, USA",NY,East,District #01,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1518,1/14/2015,11722,1,230.895,"Central Islip, NY, USA",NY,East,District #03,USA,Quibus,N,Quibus RP-10,Rural,Productivity
1517,1/14/2015,11722,1,230.895,"Central Islip, NY, USA",NY,East,District #03,USA,Quibus,N,Quibus RP-09,Rural,Productivity
1920,1/14/2015,79830,1,278.1975,"Alpine, TX, USA",TX,Central,District #22,USA,Currus,N,Currus MA-13,Mix,All Season
599,1/15/2015,78732,1,886.9875,"Austin, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-64,Urban,Convenience
609,1/15/2015,76542,1,839.9475,"Killeen, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-74,Urban,Convenience
676,1/15/2015,77479,1,761.1975,"Sugar Land, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
676,1/15/2015,78045,1,761.1975,"Laredo, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
609,1/15/2015,11214,1,839.9475,"Brooklyn, NY, USA",NY,East,District #03,USA,VanArsdel,N,Maximus UC-74,Urban,Convenience
676,1/15/2015,12033,1,761.1975,"Castleton On Hudson, NY, USA",NY,East,District #01,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
1182,1/15/2015,78963,1,215.1975,"West Point, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1182,1/15/2015,12493,1,225.6975,"West Park, NY, USA",NY,East,District #01,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1518,1/15/2015,76539,1,230.895,"Kempner, TX, USA",TX,Central,District #23,USA,Quibus,N,Quibus RP-10,Rural,Productivity
1517,1/15/2015,76539,1,230.895,"Kempner, TX, USA",TX,Central,District #23,USA,Quibus,N,Quibus RP-09,Rural,Productivity
2253,1/15/2015,75703,1,141.6975,"Tyler, TX, USA",TX,Central,District #24,USA,Aliqui,N,Aliqui RP-50,Rural,Productivity
2252,1/15/2015,75703,1,141.6975,"Tyler, TX, USA",TX,Central,District #24,USA,Aliqui,N,Aliqui RP-49,Rural,Productivity
1120,1/15/2015,76028,1,194.1975,"Burleson, TX, USA",TX,Central,District #22,USA,Pirum,N,Pirum RS-08,Rural,Select
609,1/16/2015,75013,1,839.9475,"Allen, TX, USA",TX,Central,District #22,USA,VanArsdel,N,Maximus UC-74,Urban,Convenience
596,1/16/2015,79124,1,766.2375,"Amarillo, TX, USA",TX,Central,District #21,USA,VanArsdel,N,Maximus UC-61,Urban,Convenience
443,1/16/2015,10306,1,923.7375,"Staten Island, NY, USA",NY,East,District #03,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
491,1/16/2015,75089,1,892.4475,"Rowlett, TX, USA",TX,Central,District #22,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
993,1/16/2015,11950,1,383.1975,"Mastic, NY, USA",NY,East,District #03,USA,Natura,N,Natura UC-56,Urban,Convenience
596,1/18/2015,78390,1,766.2375,"Taft, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-61,Urban,Convenience
676,1/18/2015,78552,1,761.1975,"Harlingen, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
599,1/18/2015,10567,1,886.9875,"Cortlandt Manor, NY, USA",NY,East,District #01,USA,VanArsdel,N,Maximus UC-64,Urban,Convenience
426,1/18/2015,78653,1,928.9875,"Manor, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-31,Urban,Moderation
443,1/18/2015,76539,1,923.7375,"Kempner, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
491,1/18/2015,76524,1,944.9475,"Eddy, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
491,1/18/2015,78550,1,944.9475,"Harlingen, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
491,1/18/2015,75165,1,892.4475,"Waxahachie, TX, USA",TX,Central,District #22,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
491,1/18/2015,77807,1,892.4475,"Bryan, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
491,1/18/2015,78596,1,892.4475,"Weslaco, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
2064,1/18/2015,10473,1,577.4475,"Bronx, NY, USA",NY,East,District #03,USA,Currus,N,Currus UE-24,Urban,Extreme
2055,1/18/2015,76544,1,656.1975,"Fort Hood, TX, USA",TX,Central,District #23,USA,Currus,N,Currus UE-15,Urban,Extreme
1182,1/18/2015,12561,1,215.1975,"New Paltz, NY, USA",NY,East,District #01,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1053,1/18/2015,75070,1,293.9475,"Mckinney, TX, USA",TX,Central,District #22,USA,Pirum,N,Pirum MA-11,Mix,All Season
1120,1/18/2015,13118,1,183.6975,"Moravia, NY, USA",NY,East,District #01,USA,Pirum,N,Pirum RS-08,Rural,Select
559,1/19/2015,78258,1,629.9475,"San Antonio, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-24,Urban,Convenience
559,1/19/2015,77020,1,629.9475,"Houston, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-24,Urban,Convenience
676,1/19/2015,78669,1,761.1975,"Spicewood, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
676,1/19/2015,75067,1,761.1975,"Lewisville, TX, USA",TX,Central,District #22,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
609,1/19/2015,76468,1,839.9475,"Proctor, TX, USA",TX,Central,District #22,USA,VanArsdel,N,Maximus UC-74,Urban,Convenience
676,1/19/2015,77642,1,761.1975,"Port Arthur, TX, USA",TX,Central,District #24,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
604,1/19/2015,79915,1,524.9475,"El Paso, TX, USA",TX,West,District #39,USA,VanArsdel,N,Maximus UC-69,Urban,Convenience
400,1/19/2015,79707,1,892.4475,"Midland, TX, USA",TX,Central,District #22,USA,VanArsdel,Y,Maximus UM-05,Urban,Moderation
491,1/19/2015,76020,1,892.4475,"Azle, TX, USA",TX,Central,District #22,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
491,1/19/2015,77498,1,892.4475,"Sugar Land, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
2295,1/19/2015,14748,1,954.975,"Kill Buck, NY, USA",NY,East,District #06,USA,Aliqui,Y,Aliqui UM-10,Urban,Moderation
1229,1/19/2015,10019,1,288.6975,"New York, NY, USA",NY,East,District #03,USA,Pirum,N,Pirum UC-31,Urban,Convenience
2380,1/19/2015,77027,1,330.6975,"Houston, TX, USA",TX,Central,District #23,USA,Aliqui,N,Aliqui UC-28,Urban,Convenience
2379,1/19/2015,78414,1,209.475,"Corpus Christi, TX, USA",TX,Central,District #23,USA,Aliqui,N,Aliqui UC-27,Urban,Convenience
993,1/19/2015,14020,1,372.6975,"Batavia, NY, USA",NY,East,District #06,USA,Natura,N,Natura UC-56,Urban,Convenience
2332,1/19/2015,14226,1,524.475,"Buffalo, NY, USA",NY,East,District #06,USA,Aliqui,N,Aliqui UE-06,Urban,Extreme
2064,1/19/2015,79606,1,577.4475,"Abilene, TX, USA",TX,Central,District #22,USA,Currus,N,Currus UE-24,Urban,Extreme
1182,1/19/2015,77571,1,215.1975,"La Porte, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1182,1/19/2015,75601,1,209.9475,"Longview, TX, USA",TX,Central,District #24,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1182,1/19/2015,77077,1,209.9475,"Houston, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1182,1/19/2015,77083,1,209.9475,"Houston, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1182,1/19/2015,77459,1,209.9475,"Missouri City, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum UE-18,Urban,Extreme
2235,1/19/2015,13856,1,68.1975,"Walton, NY, USA",NY,East,District #01,USA,Aliqui,N,Aliqui RP-32,Rural,Productivity
2234,1/19/2015,13856,1,68.1975,"Walton, NY, USA",NY,East,District #01,USA,Aliqui,N,Aliqui RP-31,Rural,Productivity
2255,1/19/2015,77046,1,62.9475,"Houston, TX, USA",TX,Central,District #23,USA,Aliqui,N,Aliqui RP-52,Rural,Productivity
2254,1/19/2015,77046,1,62.9475,"Houston, TX, USA",TX,Central,District #23,USA,Aliqui,N,Aliqui RP-51,Rural,Productivity
702,1/19/2015,75074,1,312.3225,"Plano, TX, USA",TX,Central,District #22,USA,Natura,N,Natura MA-09,Mix,All Season
1053,1/19/2015,11105,1,293.9475,"Astoria, NY, USA",NY,East,District #03,USA,Pirum,N,Pirum MA-11,Mix,All Season
1053,1/19/2015,14527,1,293.9475,"Penn Yan, NY, USA",NY,East,District #06,USA,Pirum,N,Pirum MA-11,Mix,All Season
580,1/20/2015,77062,1,834.4875,"Houston, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-45,Urban,Convenience
609,1/20/2015,76544,1,839.9475,"Fort Hood, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-74,Urban,Convenience
596,1/20/2015,78109,1,766.2375,"Converse, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-61,Urban,Convenience
604,1/20/2015,10312,1,524.9475,"Staten Island, NY, USA",NY,East,District #03,USA,VanArsdel,N,Maximus UC-69,Urban,Convenience
604,1/20/2015,10595,1,524.9475,"Valhalla, NY, USA",NY,East,District #03,USA,VanArsdel,N,Maximus UC-69,Urban,Convenience
415,1/20/2015,77389,1,892.4475,"Spring, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-20,Urban,Moderation
443,1/20/2015,14424,1,923.7375,"Canandaigua, NY, USA",NY,East,District #06,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
443,1/20/2015,77079,1,923.7375,"Houston, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
443,1/20/2015,78583,1,923.7375,"Rio Hondo, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
491,1/20/2015,79106,1,892.4475,"Amarillo, TX, USA",TX,Central,District #21,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
491,1/20/2015,75002,1,892.4475,"Allen, TX, USA",TX,Central,District #22,USA,VanArsdel,Y,Maximus UM-96,Urban,Moderation
433,1/20/2015,79108,1,997.4475,"Amarillo, TX, USA",TX,Central,District #21,USA,VanArsdel,Y,Maximus UM-38,Urban,Moderation
2055,1/20/2015,77065,1,656.1975,"Houston, TX, USA",TX,Central,District #23,USA,Currus,N,Currus UE-15,Urban,Extreme
2055,1/20/2015,77070,1,656.1975,"Houston, TX, USA",TX,Central,District #23,USA,Currus,N,Currus UE-15,Urban,Extreme
2055,1/20/2015,79765,1,656.1975,"Odessa, TX, USA",TX,Central,District #22,USA,Currus,N,Currus UE-15,Urban,Extreme
1182,1/20/2015,77008,1,209.9475,"Houston, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1182,1/20/2015,77340,1,209.9475,"Huntsville, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum UE-18,Urban,Extreme
1182,1/20/2015,78576,1,209.9475,"Penitas, TX, USA",TX,Central,District #23,USA,Pirum,N,Pirum UE-18,Urban,Extreme
676,1/21/2015,78222,1,761.1975,"San Antonio, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
580,1/21/2015,77450,1,834.4875,"Katy, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-45,Urban,Convenience
676,1/21/2015,78041,1,761.1975,"Laredo, TX, USA",TX,Central,District #23,USA,VanArsdel,N,Maximus UC-41,Urban,Convenience
559,1/21/2015,77662,1,629.9475,"Vidor, TX, USA",TX,Central,District #24,USA,VanArsdel,N,Maximus UC-24,Urban,Convenience
609,1/21/2015,12225,1,839.9475,"Albany, NY, USA",NY,East,District #01,USA,VanArsdel,N,Maximus UC-74,Urban,Convenience
443,1/21/2015,78731,1,923.7375,"Austin, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
443,1/21/2015,78641,1,923.7375,"Leander, TX, USA",TX,Central,District #23,USA,VanArsdel,Y,Maximus UM-48,Urban,Moderation
